StateAb,Ticket,TicketNo,Surname,GivenName,Party,Preference
"QLD"," K","1","BARR","Angelique Maree","D.L.P. - Democratic Labor Party",33
"QLD"," K","1","JACKSON","Noel W","D.L.P. - Democratic Labor Party",34
"QLD"," K","1","BRICE","Malcolm","Christian Democratic Party",44
"QLD"," K","1","VOGEL","Tony","Christian Democratic Party",43
"QLD"," K","1","WHITE","Mark","Independent",9
"QLD"," K","1","BAMBRICK","Don","Independent",10
"QLD"," K","1","SMITH","Mark Leslie Chapman","Independent",11
"QLD"," K","1","WIRTH","Jarrod John","Independent",12
"QLD"," K","1","PYKE","Peter","",13
"QLD"," K","1","CARROLL","Maurie","Independent",14
"QLD"," L","1","READING","Scott","Senator On-Line",27
"QLD"," L","1","EMBREY","Joh","Senator On-Line",28
"QLD"," L","1","VETTER","Anne","Carers Alliance",12
"QLD"," L","1","HORNE","Vicki","Carers Alliance",13
"QLD"," L","1","SPENCER","Paul","",51
"QLD"," L","1","SPENCER","Mary","",52
"QLD"," L","1","FRANCIS","Wendy","Family First",44
"QLD"," L","1","FINDLAY","Peter","Family First",45
"QLD"," L","1","NICKSON","Amanda","Family First",46
"QLD"," L","1","PETER","Andrew Mark","Shooters and Fishers",33
"QLD"," L","1","HUGGETT","Chris","Shooters and Fishers",34
"QLD"," L","1","PYKE","John Richard","",23
"QLD"," L","1","TOOLEY","Christopher Ronald","",24
"QLD"," L","1","LINDSAY-PARK","E-Jay","",53
"QLD"," L","1","GUERIN","Lachlan","",54
"QLD"," L","1","EVANS","Rod","One Nation",49
"QLD"," L","1","NELSON","Ian J","One Nation",50
"QLD"," L","1","WATTIE","Russell","",25
"QLD"," L","1","DOWELL","John","",26
"QLD"," L","1","STEVENSON","Paul Joseph","Australian Democrats",3
"QLD"," L","1","CLUSE","Jennifer","Australian Democrats",4
"QLD"," L","1","SCHUBACK","Peter","Australia First Party",42
"QLD"," L","1","MAINE","Nick","Australia First Party",43
"QLD"," L","1","ALBERTS","Kat","Secular Party of Australia",1
"QLD"," L","1","SHELTON","Peter","Secular Party of Australia",2
"QLD"," L","1","CARDWELL","Terence Leonard","The Climate Sceptics",31
"QLD"," L","1","JONES","Lance Herbert","The Climate Sceptics",32
"QLD"," L","1","THIES","Robert","Citizens Electoral Council",37
"QLD"," L","1","HETHERINGTON","Maurice Verney","Citizens Electoral Council",38
"QLD"," L","1","BRANDIS","George Henry","Liberal National Party of Queensland",18
"QLD"," L","1","JOYCE","Barnaby","Liberal National Party of Queensland",19
"QLD"," L","1","MASON","Brett","Liberal National Party of Queensland",20
"QLD"," L","1","TROOD","Russell","Liberal National Party of Queensland",21
"QLD"," L","1","BOYD","Julie","Liberal National Party of Queensland",22
"QLD"," L","1","DOUGLAS","Keith","Australian Fishing and Lifestyle Party",35
"QLD"," L","1","MANSFIELD","Michael","Australian Fishing and Lifestyle Party",36
"QLD"," L","1","GIBSON","Desiree Lee","Australian Sex Party",5
"QLD"," L","1","SHEEN","Tim","Australian Sex Party",6
"QLD"," L","1","WATERS","Larissa","The Greens",7
"QLD"," L","1","CONNORS","Elizabeth Louise Alice","The Greens",8
"QLD"," L","1","STIRLING","Jenny","The Greens",9
"QLD"," L","1","WATSON","Sam","Socialist Alliance",29
"QLD"," L","1","LOWE","David","Socialist Alliance",30
"QLD"," L","1","LUDWIG","Joe","Australian Labor Party",14
"QLD"," L","1","McLUCAS","Jan","Australian Labor Party",15
"QLD"," L","1","SMITH","David","Australian Labor Party",16
"QLD"," L","1","FENTIMAN","Shannon","Australian Labor Party",17
"QLD"," L","1","FRYAR","Jim","Liberal Democrats (LDP)",10
"QLD"," L","1","FULTON","Robert","Liberal Democrats (LDP)",11
"QLD"," L","1","ZEGENHAGEN","Tony","D.L.P. - Democratic Labor Party",39
"QLD"," L","1","BARR","Angelique Maree","D.L.P. - Democratic Labor Party",40
"QLD"," L","1","JACKSON","Noel W","D.L.P. - Democratic Labor Party",41
"QLD"," L","1","BRICE","Malcolm","Christian Democratic Party",47
"QLD"," L","1","VOGEL","Tony","Christian Democratic Party",48
"QLD"," L","1","WHITE","Mark","Independent",57
"QLD"," L","1","BAMBRICK","Don","Independent",60
"QLD"," L","1","SMITH","Mark Leslie Chapman","Independent",56
"QLD"," L","1","WIRTH","Jarrod John","Independent",59
"QLD"," L","1","PYKE","Peter","",55
"QLD"," L","1","CARROLL","Maurie","Independent",58
"QLD"," M","1","READING","Scott","Senator On-Line",17
"QLD"," M","1","EMBREY","Joh","Senator On-Line",18
"QLD"," M","1","VETTER","Anne","Carers Alliance",30
"QLD"," M","1","HORNE","Vicki","Carers Alliance",31
"QLD"," M","1","SPENCER","Paul","",36
"QLD"," M","1","SPENCER","Mary","",37
"QLD"," M","1","FRANCIS","Wendy","Family First",6
"QLD"," M","1","FINDLAY","Peter","Family First",7
"QLD"," M","1","NICKSON","Amanda","Family First",8
"QLD"," M","1","PETER","Andrew Mark","Shooters and Fishers",19
"QLD"," M","1","HUGGETT","Chris","Shooters and Fishers",20
"QLD"," M","1","PYKE","John Richard","",38
"QLD"," M","1","TOOLEY","Christopher Ronald","",39
"QLD"," M","1","LINDSAY-PARK","E-Jay","",52
"QLD"," M","1","GUERIN","Lachlan","",53
"QLD"," M","1","EVANS","Rod","One Nation",9
"QLD"," M","1","NELSON","Ian J","One Nation",10
"QLD"," M","1","WATTIE","Russell","",15
"QLD"," M","1","DOWELL","John","",16
"QLD"," M","1","STEVENSON","Paul Joseph","Australian Democrats",50
"QLD"," M","1","CLUSE","Jennifer","Australian Democrats",51
"QLD"," M","1","SCHUBACK","Peter","Australia First Party",21
"QLD"," M","1","MAINE","Nick","Australia First Party",22
"QLD"," M","1","ALBERTS","Kat","Secular Party of Australia",34
"QLD"," M","1","SHELTON","Peter","Secular Party of Australia",35
"QLD"," M","1","CARDWELL","Terence Leonard","The Climate Sceptics",1
"QLD"," M","1","JONES","Lance Herbert","The Climate Sceptics",2
"QLD"," M","1","THIES","Robert","Citizens Electoral Council",32
"QLD"," M","1","HETHERINGTON","Maurice Verney","Citizens Electoral Council",33
"QLD"," M","1","BRANDIS","George Henry","Liberal National Party of Queensland",25
"QLD"," M","1","JOYCE","Barnaby","Liberal National Party of Queensland",26
"QLD"," M","1","MASON","Brett","Liberal National Party of Queensland",27
"QLD"," M","1","TROOD","Russell","Liberal National Party of Queensland",28
"QLD"," M","1","BOYD","Julie","Liberal National Party of Queensland",29
"QLD"," M","1","DOUGLAS","Keith","Australian Fishing and Lifestyle Party",23
"QLD"," M","1","MANSFIELD","Michael","Australian Fishing and Lifestyle Party",24
"QLD"," M","1","GIBSON","Desiree Lee","Australian Sex Party",54
"QLD"," M","1","SHEEN","Tim","Australian Sex Party",55
"QLD"," M","1","WATERS","Larissa","The Greens",58
"QLD"," M","1","CONNORS","Elizabeth Louise Alice","The Greens",59
"QLD"," M","1","STIRLING","Jenny","The Greens",60
"QLD"," M","1","WATSON","Sam","Socialist Alliance",56
"QLD"," M","1","LOWE","David","Socialist Alliance",57
"QLD"," M","1","LUDWIG","Joe","Australian Labor Party",46
"QLD"," M","1","McLUCAS","Jan","Australian Labor Party",47
"QLD"," M","1","SMITH","David","Australian Labor Party",48
"QLD"," M","1","FENTIMAN","Shannon","Australian Labor Party",49
"QLD"," M","1","FRYAR","Jim","Liberal Democrats (LDP)",11
"QLD"," M","1","FULTON","Robert","Liberal Democrats (LDP)",12
"QLD"," M","1","ZEGENHAGEN","Tony","D.L.P. - Democratic Labor Party",3
"QLD"," M","1","BARR","Angelique Maree","D.L.P. - Democratic Labor Party",4
"QLD"," M","1","JACKSON","Noel W","D.L.P. - Democratic Labor Party",5
"QLD"," M","1","BRICE","Malcolm","Christian Democratic Party",13
"QLD"," M","1","VOGEL","Tony","Christian Democratic Party",14
"QLD"," M","1","WHITE","Mark","Independent",40
"QLD"," M","1","BAMBRICK","Don","Independent",41
"QLD"," M","1","SMITH","Mark Leslie Chapman","Independent",42
"QLD"," M","1","WIRTH","Jarrod John","Independent",43
"QLD"," M","1","PYKE","Peter","",44
"QLD"," M","1","CARROLL","Maurie","Independent",45
"QLD"," N","1","READING","Scott","Senator On-Line",7
"QLD"," N","1","EMBREY","Joh","Senator On-Line",8
"QLD"," N","1","VETTER","Anne","Carers Alliance",9
"QLD"," N","1","HORNE","Vicki","Carers Alliance",10
"QLD"," N","1","SPENCER","Paul","",11
"QLD"," N","1","SPENCER","Mary","",12
"QLD"," N","1","FRANCIS","Wendy","Family First",29
"QLD"," N","1","FINDLAY","Peter","Family First",28
"QLD"," N","1","NICKSON","Amanda","Family First",27
"QLD"," N","1","PETER","Andrew Mark","Shooters and Fishers",26
"QLD"," N","1","HUGGETT","Chris","Shooters and Fishers",25
"QLD"," N","1","PYKE","John Richard","",20
"QLD"," N","1","TOOLEY","Christopher Ronald","",19
"QLD"," N","1","LINDSAY-PARK","E-Jay","",22
"QLD"," N","1","GUERIN","Lachlan","",21
"QLD"," N","1","EVANS","Rod","One Nation",33
"QLD"," N","1","NELSON","Ian J","One Nation",32
"QLD"," N","1","WATTIE","Russell","",24
"QLD"," N","1","DOWELL","John","",23
"QLD"," N","1","STEVENSON","Paul Joseph","Australian Democrats",53
"QLD"," N","1","CLUSE","Jennifer","Australian Democrats",52
"QLD"," N","1","SCHUBACK","Peter","Australia First Party",35
"QLD"," N","1","MAINE","Nick","Australia First Party",34
"QLD"," N","1","ALBERTS","Kat","Secular Party of Australia",37
"QLD"," N","1","SHELTON","Peter","Secular Party of Australia",36
"QLD"," N","1","CARDWELL","Terence Leonard","The Climate Sceptics",5
"QLD"," N","1","JONES","Lance Herbert","The Climate Sceptics",6
"QLD"," N","1","THIES","Robert","Citizens Electoral Council",1
"QLD"," N","1","HETHERINGTON","Maurice Verney","Citizens Electoral Council",2
"QLD"," N","1","BRANDIS","George Henry","Liberal National Party of Queensland",46
"QLD"," N","1","JOYCE","Barnaby","Liberal National Party of Queensland",3
"QLD"," N","1","MASON","Brett","Liberal National Party of Queensland",4
"QLD"," N","1","TROOD","Russell","Liberal National Party of Queensland",45
"QLD"," N","1","BOYD","Julie","Liberal National Party of Queensland",44
"QLD"," N","1","DOUGLAS","Keith","Australian Fishing and Lifestyle Party",31
"QLD"," N","1","MANSFIELD","Michael","Australian Fishing and Lifestyle Party",30
"QLD"," N","1","GIBSON","Desiree Lee","Australian Sex Party",41
"QLD"," N","1","SHEEN","Tim","Australian Sex Party",40
"QLD"," N","1","WATERS","Larissa","The Greens",60
"QLD"," N","1","CONNORS","Elizabeth Louise Alice","The Greens",59
"QLD"," N","1","STIRLING","Jenny","The Greens",58
"QLD"," N","1","WATSON","Sam","Socialist Alliance",51
"QLD"," N","1","LOWE","David","Socialist Alliance",50
"QLD"," N","1","LUDWIG","Joe","Australian Labor Party",57
"QLD"," N","1","McLUCAS","Jan","Australian Labor Party",56
"QLD"," N","1","SMITH","David","Australian Labor Party",55
"QLD"," N","1","FENTIMAN","Shannon","Australian Labor Party",54
"QLD"," N","1","FRYAR","Jim","Liberal Democrats (LDP)",43
"QLD"," N","1","FULTON","Robert","Liberal Democrats (LDP)",42
"QLD"," N","1","ZEGENHAGEN","Tony","D.L.P. - Democratic Labor Party",49
"QLD"," N","1","BARR","Angelique Maree","D.L.P. - Democratic Labor Party",48
"QLD"," N","1","JACKSON","Noel W","D.L.P. - Democratic Labor Party",47
"QLD"," N","1","BRICE","Malcolm","Christian Democratic Party",39
"QLD"," N","1","VOGEL","Tony","Christian Democratic Party",38
"QLD"," N","1","WHITE","Mark","Independent",18
"QLD"," N","1","BAMBRICK","Don","Independent",17
"QLD"," N","1","SMITH","Mark Leslie Chapman","Independent",16
"QLD"," N","1","WIRTH","Jarrod John","Independent",15
"QLD"," N","1","PYKE","Peter","",14
"QLD"," N","1","CARROLL","Maurie","Independent",13
"QLD"," O","1","READING","Scott","Senator On-Line",28
"QLD"," O","1","EMBREY","Joh","Senator On-Line",29
"QLD"," O","1","VETTER","Anne","Carers Alliance",24
"QLD"," O","1","HORNE","Vicki","Carers Alliance",25
"QLD"," O","1","SPENCER","Paul","",30
"QLD"," O","1","SPENCER","Mary","",31
"QLD"," O","1","FRANCIS","Wendy","Family First",6
"QLD"," O","1","FINDLAY","Peter","Family First",7
"QLD"," O","1","NICKSON","Amanda","Family First",8
"QLD"," O","1","PETER","Andrew Mark","Shooters and Fishers",16
"QLD"," O","1","HUGGETT","Chris","Shooters and Fishers",17
"QLD"," O","1","PYKE","John Richard","",32
"QLD"," O","1","TOOLEY","Christopher Ronald","",33
"QLD"," O","1","LINDSAY-PARK","E-Jay","",34
"QLD"," O","1","GUERIN","Lachlan","",35
"QLD"," O","1","EVANS","Rod","One Nation",57
"QLD"," O","1","NELSON","Ian J","One Nation",58
"QLD"," O","1","WATTIE","Russell","",36
"QLD"," O","1","DOWELL","John","",37
"QLD"," O","1","STEVENSON","Paul Joseph","Australian Democrats",20
"QLD"," O","1","CLUSE","Jennifer","Australian Democrats",21
"QLD"," O","1","SCHUBACK","Peter","Australia First Party",59
"QLD"," O","1","MAINE","Nick","Australia First Party",60
"QLD"," O","1","ALBERTS","Kat","Secular Party of Australia",26
"QLD"," O","1","SHELTON","Peter","Secular Party of Australia",27
"QLD"," O","1","CARDWELL","Terence Leonard","The Climate Sceptics",18
"QLD"," O","1","JONES","Lance Herbert","The Climate Sceptics",19
"QLD"," O","1","THIES","Robert","Citizens Electoral Council",55
"QLD"," O","1","HETHERINGTON","Maurice Verney","Citizens Electoral Council",56
"QLD"," O","1","BRANDIS","George Henry","Liberal National Party of Queensland",1
"QLD"," O","1","JOYCE","Barnaby","Liberal National Party of Queensland",2
"QLD"," O","1","MASON","Brett","Liberal National Party of Queensland",3
"QLD"," O","1","TROOD","Russell","Liberal National Party of Queensland",4
"QLD"," O","1","BOYD","Julie","Liberal National Party of Queensland",5
"QLD"," O","1","DOUGLAS","Keith","Australian Fishing and Lifestyle Party",9
"QLD"," O","1","MANSFIELD","Michael","Australian Fishing and Lifestyle Party",10
"QLD"," O","1","GIBSON","Desiree Lee","Australian Sex Party",44
"QLD"," O","1","SHEEN","Tim","Australian Sex Party",45
"QLD"," O","1","WATERS","Larissa","The Greens",46
"QLD"," O","1","CONNORS","Elizabeth Louise Alice","The Greens",47
"QLD"," O","1","STIRLING","Jenny","The Greens",48
"QLD"," O","1","WATSON","Sam","Socialist Alliance",53
"QLD"," O","1","LOWE","David","Socialist Alliance",54
"QLD"," O","1","LUDWIG","Joe","Australian Labor Party",49
"QLD"," O","1","McLUCAS","Jan","Australian Labor Party",50
"QLD"," O","1","SMITH","David","Australian Labor Party",51
"QLD"," O","1","FENTIMAN","Shannon","Australian Labor Party",52
"QLD"," O","1","FRYAR","Jim","Liberal Democrats (LDP)",22
"QLD"," O","1","FULTON","Robert","Liberal Democrats (LDP)",23
"QLD"," O","1","ZEGENHAGEN","Tony","D.L.P. - Democratic Labor Party",13
"QLD"," O","1","BARR","Angelique Maree","D.L.P. - Democratic Labor Party",14
"QLD"," O","1","JACKSON","Noel W","D.L.P. - Democratic Labor Party",15
"QLD"," O","1","BRICE","Malcolm","Christian Democratic Party",11
"QLD"," O","1","VOGEL","Tony","Christian Democratic Party",12
"QLD"," O","1","WHITE","Mark","Independent",38
"QLD"," O","1","BAMBRICK","Don","Independent",39
"QLD"," O","1","SMITH","Mark Leslie Chapman","Independent",40
"QLD"," O","1","WIRTH","Jarrod John","Independent",41
"QLD"," O","1","PYKE","Peter","",42
"QLD"," O","1","CARROLL","Maurie","Independent",43
"QLD"," P","1","READING","Scott","Senator On-Line",35
"QLD"," P","1","EMBREY","Joh","Senator On-Line",36
"QLD"," P","1","VETTER","Anne","Carers Alliance",37
"QLD"," P","1","HORNE","Vicki","Carers Alliance",38
"QLD"," P","1","SPENCER","Paul","",27
"QLD"," P","1","SPENCER","Mary","",28
"QLD"," P","1","FRANCIS","Wendy","Family First",14
"QLD"," P","1","FINDLAY","Peter","Family First",15
"QLD"," P","1","NICKSON","Amanda","Family First",16
"QLD"," P","1","PETER","Andrew Mark","Shooters and Fishers",17
"QLD"," P","1","HUGGETT","Chris","Shooters and Fishers",18
"QLD"," P","1","PYKE","John Richard","",12
"QLD"," P","1","TOOLEY","Christopher Ronald","",13
"QLD"," P","1","LINDSAY-PARK","E-Jay","",25
"QLD"," P","1","GUERIN","Lachlan","",26
"QLD"," P","1","EVANS","Rod","One Nation",41
"QLD"," P","1","NELSON","Ian J","One Nation",42
"QLD"," P","1","WATTIE","Russell","",31
"QLD"," P","1","DOWELL","John","",32
"QLD"," P","1","STEVENSON","Paul Joseph","Australian Democrats",29
"QLD"," P","1","CLUSE","Jennifer","Australian Democrats",30
"QLD"," P","1","SCHUBACK","Peter","Australia First Party",50
"QLD"," P","1","MAINE","Nick","Australia First Party",51
"QLD"," P","1","ALBERTS","Kat","Secular Party of Australia",10
"QLD"," P","1","SHELTON","Peter","Secular Party of Australia",11
"QLD"," P","1","CARDWELL","Terence Leonard","The Climate Sceptics",39
"QLD"," P","1","JONES","Lance Herbert","The Climate Sceptics",40
"QLD"," P","1","THIES","Robert","Citizens Electoral Council",33
"QLD"," P","1","HETHERINGTON","Maurice Verney","Citizens Electoral Council",34
"QLD"," P","1","BRANDIS","George Henry","Liberal National Party of Queensland",3
"QLD"," P","1","JOYCE","Barnaby","Liberal National Party of Queensland",4
"QLD"," P","1","MASON","Brett","Liberal National Party of Queensland",5
"QLD"," P","1","TROOD","Russell","Liberal National Party of Queensland",6
"QLD"," P","1","BOYD","Julie","Liberal National Party of Queensland",7
"QLD"," P","1","DOUGLAS","Keith","Australian Fishing and Lifestyle Party",1
"QLD"," P","1","MANSFIELD","Michael","Australian Fishing and Lifestyle Party",2
"QLD"," P","1","GIBSON","Desiree Lee","Australian Sex Party",52
"QLD"," P","1","SHEEN","Tim","Australian Sex Party",53
"QLD"," P","1","WATERS","Larissa","The Greens",58
"QLD"," P","1","CONNORS","Elizabeth Louise Alice","The Greens",59
"QLD"," P","1","STIRLING","Jenny","The Greens",60
"QLD"," P","1","WATSON","Sam","Socialist Alliance",48
"QLD"," P","1","LOWE","David","Socialist Alliance",49
"QLD"," P","1","LUDWIG","Joe","Australian Labor Party",54
"QLD"," P","1","McLUCAS","Jan","Australian Labor Party",55
"QLD"," P","1","SMITH","David","Australian Labor Party",56
"QLD"," P","1","FENTIMAN","Shannon","Australian Labor Party",57
"QLD"," P","1","FRYAR","Jim","Liberal Democrats (LDP)",43
"QLD"," P","1","FULTON","Robert","Liberal Democrats (LDP)",44
"QLD"," P","1","ZEGENHAGEN","Tony","D.L.P. - Democratic Labor Party",45
"QLD"," P","1","BARR","Angelique Maree","D.L.P. - Democratic Labor Party",46
"QLD"," P","1","JACKSON","Noel W","D.L.P. - Democratic Labor Party",47
"QLD"," P","1","BRICE","Malcolm","Christian Democratic Party",8
"QLD"," P","1","VOGEL","Tony","Christian Democratic Party",9
"QLD"," P","1","WHITE","Mark","Independent",19
"QLD"," P","1","BAMBRICK","Don","Independent",20
"QLD"," P","1","SMITH","Mark Leslie Chapman","Independent",24
"QLD"," P","1","WIRTH","Jarrod John","Independent",23
"QLD"," P","1","PYKE","Peter","",22
"QLD"," P","1","CARROLL","Maurie","Independent",21
"QLD"," Q","1","READING","Scott","Senator On-Line",11
"QLD"," Q","1","EMBREY","Joh","Senator On-Line",12
"QLD"," Q","1","VETTER","Anne","Carers Alliance",5
"QLD"," Q","1","HORNE","Vicki","Carers Alliance",6
"QLD"," Q","1","SPENCER","Paul","",40
"QLD"," Q","1","SPENCER","Mary","",39
"QLD"," Q","1","FRANCIS","Wendy","Family First",58
"QLD"," Q","1","FINDLAY","Peter","Family First",57
"QLD"," Q","1","NICKSON","Amanda","Family First",56
"QLD"," Q","1","PETER","Andrew Mark","Shooters and Fishers",45
"QLD"," Q","1","HUGGETT","Chris","Shooters and Fishers",46
"QLD"," Q","1","PYKE","John Richard","",38
"QLD"," Q","1","TOOLEY","Christopher Ronald","",37
"QLD"," Q","1","LINDSAY-PARK","E-Jay","",36
"QLD"," Q","1","GUERIN","Lachlan","",35
"QLD"," Q","1","EVANS","Rod","One Nation",59
"QLD"," Q","1","NELSON","Ian J","One Nation",60
"QLD"," Q","1","WATTIE","Russell","",34
"QLD"," Q","1","DOWELL","John","",33
"QLD"," Q","1","STEVENSON","Paul Joseph","Australian Democrats",9
"QLD"," Q","1","CLUSE","Jennifer","Australian Democrats",10
"QLD"," Q","1","SCHUBACK","Peter","Australia First Party",49
"QLD"," Q","1","MAINE","Nick","Australia First Party",50
"QLD"," Q","1","ALBERTS","Kat","Secular Party of Australia",3
"QLD"," Q","1","SHELTON","Peter","Secular Party of Australia",4
"QLD"," Q","1","CARDWELL","Terence Leonard","The Climate Sceptics",41
"QLD"," Q","1","JONES","Lance Herbert","The Climate Sceptics",42
"QLD"," Q","1","THIES","Robert","Citizens Electoral Council",47
"QLD"," Q","1","HETHERINGTON","Maurice Verney","Citizens Electoral Council",48
"QLD"," Q","1","BRANDIS","George Henry","Liberal National Party of Queensland",25
"QLD"," Q","1","JOYCE","Barnaby","Liberal National Party of Queensland",26
"QLD"," Q","1","MASON","Brett","Liberal National Party of Queensland",24
"QLD"," Q","1","TROOD","Russell","Liberal National Party of Queensland",23
"QLD"," Q","1","BOYD","Julie","Liberal National Party of Queensland",22
"QLD"," Q","1","DOUGLAS","Keith","Australian Fishing and Lifestyle Party",43
"QLD"," Q","1","MANSFIELD","Michael","Australian Fishing and Lifestyle Party",44
"QLD"," Q","1","GIBSON","Desiree Lee","Australian Sex Party",1
"QLD"," Q","1","SHEEN","Tim","Australian Sex Party",2
"QLD"," Q","1","WATERS","Larissa","The Greens",13
"QLD"," Q","1","CONNORS","Elizabeth Louise Alice","The Greens",14
"QLD"," Q","1","STIRLING","Jenny","The Greens",15
"QLD"," Q","1","WATSON","Sam","Socialist Alliance",20
"QLD"," Q","1","LOWE","David","Socialist Alliance",21
"QLD"," Q","1","LUDWIG","Joe","Australian Labor Party",16
"QLD"," Q","1","McLUCAS","Jan","Australian Labor Party",17
"QLD"," Q","1","SMITH","David","Australian Labor Party",18
"QLD"," Q","1","FENTIMAN","Shannon","Australian Labor Party",19
"QLD"," Q","1","FRYAR","Jim","Liberal Democrats (LDP)",7
"QLD"," Q","1","FULTON","Robert","Liberal Democrats (LDP)",8
"QLD"," Q","1","ZEGENHAGEN","Tony","D.L.P. - Democratic Labor Party",51
"QLD"," Q","1","BARR","Angelique Maree","D.L.P. - Democratic Labor Party",52
"QLD"," Q","1","JACKSON","Noel W","D.L.P. - Democratic Labor Party",53
"QLD"," Q","1","BRICE","Malcolm","Christian Democratic Party",55
"QLD"," Q","1","VOGEL","Tony","Christian Democratic Party",54
"QLD"," Q","1","WHITE","Mark","Independent",32
"QLD"," Q","1","BAMBRICK","Don","Independent",31
"QLD"," Q","1","SMITH","Mark Leslie Chapman","Independent",30
"QLD"," Q","1","WIRTH","Jarrod John","Independent",29
"QLD"," Q","1","PYKE","Peter","",28
"QLD"," Q","1","CARROLL","Maurie","Independent",27
"QLD"," R","1","READING","Scott","Senator On-Line",20
"QLD"," R","1","EMBREY","Joh","Senator On-Line",21
"QLD"," R","1","VETTER","Anne","Carers Alliance",8
"QLD"," R","1","HORNE","Vicki","Carers Alliance",9
"QLD"," R","1","SPENCER","Paul","",18
"QLD"," R","1","SPENCER","Mary","",19
"QLD"," R","1","FRANCIS","Wendy","Family First",47
"QLD"," R","1","FINDLAY","Peter","Family First",48
"QLD"," R","1","NICKSON","Amanda","Family First",49
"QLD"," R","1","PETER","Andrew Mark","Shooters and Fishers",45
"QLD"," R","1","HUGGETT","Chris","Shooters and Fishers",46
"QLD"," R","1","PYKE","John Richard","",14
"QLD"," R","1","TOOLEY","Christopher Ronald","",15
"QLD"," R","1","LINDSAY-PARK","E-Jay","",33
"QLD"," R","1","GUERIN","Lachlan","",34
"QLD"," R","1","EVANS","Rod","One Nation",40
"QLD"," R","1","NELSON","Ian J","One Nation",41
"QLD"," R","1","WATTIE","Russell","",10
"QLD"," R","1","DOWELL","John","",11
"QLD"," R","1","STEVENSON","Paul Joseph","Australian Democrats",4
"QLD"," R","1","CLUSE","Jennifer","Australian Democrats",5
"QLD"," R","1","SCHUBACK","Peter","Australia First Party",52
"QLD"," R","1","MAINE","Nick","Australia First Party",53
"QLD"," R","1","ALBERTS","Kat","Secular Party of Australia",6
"QLD"," R","1","SHELTON","Peter","Secular Party of Australia",7
"QLD"," R","1","CARDWELL","Terence Leonard","The Climate Sceptics",50
"QLD"," R","1","JONES","Lance Herbert","The Climate Sceptics",51
"QLD"," R","1","THIES","Robert","Citizens Electoral Council",54
"QLD"," R","1","HETHERINGTON","Maurice Verney","Citizens Electoral Council",55
"QLD"," R","1","BRANDIS","George Henry","Liberal National Party of Queensland",35
"QLD"," R","1","JOYCE","Barnaby","Liberal National Party of Queensland",36
"QLD"," R","1","MASON","Brett","Liberal National Party of Queensland",37
"QLD"," R","1","TROOD","Russell","Liberal National Party of Queensland",38
"QLD"," R","1","BOYD","Julie","Liberal National Party of Queensland",39
"QLD"," R","1","DOUGLAS","Keith","Australian Fishing and Lifestyle Party",43
"QLD"," R","1","MANSFIELD","Michael","Australian Fishing and Lifestyle Party",44
"QLD"," R","1","GIBSON","Desiree Lee","Australian Sex Party",16
"QLD"," R","1","SHEEN","Tim","Australian Sex Party",17
"QLD"," R","1","WATERS","Larissa","The Greens",1
"QLD"," R","1","CONNORS","Elizabeth Louise Alice","The Greens",2
"QLD"," R","1","STIRLING","Jenny","The Greens",3
"QLD"," R","1","WATSON","Sam","Socialist Alliance",12
"QLD"," R","1","LOWE","David","Socialist Alliance",13
"QLD"," R","1","LUDWIG","Joe","Australian Labor Party",27
"QLD"," R","1","McLUCAS","Jan","Australian Labor Party",28
"QLD"," R","1","SMITH","David","Australian Labor Party",29
"QLD"," R","1","FENTIMAN","Shannon","Australian Labor Party",30
"QLD"," R","1","FRYAR","Jim","Liberal Democrats (LDP)",31
"QLD"," R","1","FULTON","Robert","Liberal Democrats (LDP)",32
"QLD"," R","1","ZEGENHAGEN","Tony","D.L.P. - Democratic Labor Party",58
"QLD"," R","1","BARR","Angelique Maree","D.L.P. - Democratic Labor Party",59
"QLD"," R","1","JACKSON","Noel W","D.L.P. - Democratic Labor Party",60
"QLD"," R","1","BRICE","Malcolm","Christian Democratic Party",56
"QLD"," R","1","VOGEL","Tony","Christian Democratic Party",57
"QLD"," R","1","WHITE","Mark","Independent",26
"QLD"," R","1","BAMBRICK","Don","Independent",24
"QLD"," R","1","SMITH","Mark Leslie Chapman","Independent",22
"QLD"," R","1","WIRTH","Jarrod John","Independent",25
"QLD"," R","1","PYKE","Peter","",42
"QLD"," R","1","CARROLL","Maurie","Independent",23
"QLD"," S","1","READING","Scott","Senator On-Line",18
"QLD"," S","1","EMBREY","Joh","Senator On-Line",19
"QLD"," S","1","VETTER","Anne","Carers Alliance",12
"QLD"," S","1","HORNE","Vicki","Carers Alliance",13
"QLD"," S","1","SPENCER","Paul","",20
"QLD"," S","1","SPENCER","Mary","",21
"QLD"," S","1","FRANCIS","Wendy","Family First",44
"QLD"," S","1","FINDLAY","Peter","Family First",45
"QLD"," S","1","NICKSON","Amanda","Family First",46
"QLD"," S","1","PETER","Andrew Mark","Shooters and Fishers",40
"QLD"," S","1","HUGGETT","Chris","Shooters and Fishers",41
"QLD"," S","1","PYKE","John Richard","",22
"QLD"," S","1","TOOLEY","Christopher Ronald","",23
"QLD"," S","1","LINDSAY-PARK","E-Jay","",24
"QLD"," S","1","GUERIN","Lachlan","",25
"QLD"," S","1","EVANS","Rod","One Nation",51
"QLD"," S","1","NELSON","Ian J","One Nation",52
"QLD"," S","1","WATTIE","Russell","",26
